Filename,Title,Description,Keywords,Category,Release(s)
239947_5974e33b-6c44-4878-9cce-b2145385b6e6.jpg,Medication Capsules and Pills Spill from Amber Glass Bottle for Health and Wellness,Medication Capsules and Pills Spill from Amber Glass Bottle for Health and Wellness,"medication, medications, drugs, pharmaceuticals, pills, capsules, tablets, medicine, prescription, healthcare, health, wellness, treatment, cure, remedy, therapy, vitamins, supplements, pharmacy, pharmacology, medical, pharmaceutical, science, scientific, laboratory, research, amber bottle, brown bottle, glass bottle, spilled pills, spilled capsules, scattered pills, scattered capsules, macro, close-up, detail, orange, yellow, pink, white, assorted, variety, black surface, table, counter, outdoors, daylight, nutrition, preventative, alternative medicine",16,2025-03-30
239943_2e44e8a2-771e-440e-9264-ecfeaf8e28e1.jpg,Close-up of a Yellow Pill Surrounded by Water Droplets on a Blue Reflective Surface,Close-up of a Yellow Pill Surrounded by Water Droplets on a Blue Reflective Surface,"pill, tablet, medicine, medication, pharmaceutical, drug, dose, dosage, prescription, cure, treatment, health, healthcare, wellness, medical, remedy, antibiotic, supplement, vitamin, nutrient, hydration, water, droplet, liquid, fluid, surface, aqua, blue, shiny, wet, reflection, clear, transparent, macro, close-up, still life, studio shot, healthcare concept, medical concept, pharmacy, science, scientific, research, laboratory, experiment, innovative, therapeutic, pharmaceutical industry, health supplement, medicine concept",16,2025-03-30
239953_995ea440-d4b0-4685-b027-766f1cb01fff.jpg,Detailed anatomical illustration of a glowing human body and skeletal structure on a dark blue abstract background,Detailed anatomical illustration of a glowing human body and skeletal structure on a dark blue abstract background,"human anatomy, anatomy, human body, body, skeleton, ribs, torso, biology, medical, medicine, science, scientific, health, healthcare, research, diagnosis, physiology, internal organs, organ, muscles, human muscle, internal, system, structure, illustration, 3D rendering, 3D, render, digital, computer, abstract, futuristic, technology, geometric, pattern, design, graphic, background, detail, element, molecular, connection, network, glowing, light, dots, blue, dark, sparkle, nebula",16,2025-03-30
239956_184c1197-33b6-4bba-aea9-5cb6b9011b95.jpg,"Serum dripping from dropper into glass bottle for beauty, wellness, and skincare.","Serum dripping from dropper into glass bottle for beauty, wellness, and skincare.","serum, face serum, hair serum, essential oil, oil, beauty, wellness, skincare, cosmetics, spa, aromatherapy, treatment, therapy, natural, organic, herbal, alternative, medicine, health, healthy, lifestyle, well-being, body care, self-care, female, woman, hand, dropper, bottle, glass, liquid, drop, dripping, extract, infusion, infuse, ingredient, product, nourishment, care, nourishing, cosmetic, science, scientific, pharmaceutical, research, development, medicine cabinet, still life",12,2025-03-30
239950_fccfe5c9-65c3-44c0-83d5-d190e1c78b95.jpg,Grilled Salmon with Broccoli and Couscous on a Plate. Healthy Food,Grilled Salmon with Broccoli and Couscous on a Plate. Healthy Food,"grilled salmon, salmon, fish, grilled fish, broccoli, vegetables, green vegetables, healthy food, wholesome food, nutritious food, nutritious meal, healthy meal, balanced meal, diet, dieting, food, meal, dish, cuisine, cooked, cooked salmon, pearl couscous, couscous, pasta, small pasta, wood, wooden, table, wooden table, plate, black plate, served, food photography, still life, still life photography, food presentation, restaurant, dining, lunch, dinner, main course, gourmet, delicious, tasty, prepared, food styling, culinary, recipe, food and drink",7,2025-03-30
239958_ed2211e0-34df-4c54-b6a4-75dd41be2599.jpg,"Yoga Mat and Drink in Sunny Garden Setting for Outdoor Exercise, Relaxation, and Wellbeing","Yoga Mat and Drink in Sunny Garden Setting for Outdoor Exercise, Relaxation, and Wellbeing","yoga, yoga mat, exercise, wellness, fitness, mat, bottle, drink, hydration, healthy, lifestyle, outdoors, nature, park, grass, trees, sunlight, relaxation, well being, mindfulness, body care, garden, floral, flowers, flora, plants, sport, workout, training, active, balance, calm, peaceful, serene, tranquil, summer, spring, zen, recreation, leisure, activity, day, lawn, orange juice, beverage, glass bottle, liquid, clear, empty, container",18,2025-03-30
239949_20555726-b032-4e12-911c-a44d7b1b353c.jpg,"Abundance of Colorful Fruits and Vegetables: Fresh, Healthy Eating for Vibrant Wellness","Abundance of Colorful Fruits and Vegetables: Fresh, Healthy Eating for Vibrant Wellness","fresh produce, produce, fruits, vegetables, healthy, food, eating, diet, nutrition, wellness, well being, vegetarian, vegan, raw, organic, natural, still life, flat lay, overhead, top view, broccoli, bell pepper, strawberry, banana, pear, tomato, grape, orange, plum, zucchini, celery, leafy greens, greens, red bell pepper, yellow bell pepper, green bell pepper, red tomato, yellow tomato, green pear, yellow pear, fruit, vegetable, berry, citrus fruit, stone fruit, fresh, vibrant, colorful, assortment, harvest",7,2025-03-30
239957_62290b8b-9a76-4322-84e4-38dd7867e2f7.jpg,"Fresh Ingredients: Nuts, Kale, and Tomatoes on a Kitchen Counter for Culinary Creations","Fresh Ingredients: Nuts, Kale, and Tomatoes on a Kitchen Counter for Culinary Creations","nuts, nut, mixed nuts, raw nuts, almonds, assorted nuts, peanuts, vegan, vegan food, vegan snack, vegan diet, vegetarian, vegetarian food, vegetarian snack, vegetarian diet, kale, curly kale, green kale, fresh kale, leafy greens, greens, vegetable, vegetables, fresh vegetables, healthy vegetables, cherry tomatoes, tomatoes, red tomatoes, fresh tomatoes, healthy food, food, cuisine, raw, raw food, kitchen, countertop, ingredient, ingredients, cooking, food preparation, nutrition, nutritious, diet, vitamins, well being, still life, still life photography, plant, food photography",7,2025-03-30
239959_e9800bae-a457-4614-a59d-1a35ff62d0c6.jpg,Tranquil Spa with Himalayan Salt Lamps and Hydrotherapy Pool,Tranquil Spa with Himalayan Salt Lamps and Hydrotherapy Pool,"salt lamps, himalayan salt lamps, mineral lamps, decorative lighting, soft glow, warm light, spa, wellness center, relaxation, therapy, hydrotherapy, water, pool, ripples, surface, indoor pool, indoor spa, towels, stacked towels, clean towels, stacked, plants, potted plants, greenery, minimalist, zen, tranquil, serene, calm, peaceful, interior, interior design, home decor, window, curtains, daylight, soft light, warm ambiance, stone, stone tiles, natural materials, texture, wall, beige, brown, neutral colors, decorative, modern, contemporary, simple",12,2025-03-30
239961_73973820-d46c-4652-9f1d-fd4b486de1b9.jpg,"Aromatherapy diffuser with essential oils and frangipani on table, creating relaxing spa atmosphere","Aromatherapy diffuser with essential oils and frangipani on table, creating relaxing spa atmosphere","aromatherapy, essential oil diffuser, diffuser, humidifier, fragrance, aroma, therapy, essential oils, wellness, spa, relax, relaxation, well being, home fragrance, home scent, health, healthy lifestyle, lifestyle, aromatherapy diffuser, modern diffuser, interior, still life, table, indoor, background, white, vapor, steam, mist, herb, herbal, flower, plumeria, tropical flower, blossom, palm, plant, bottle, towel, lotion, product, body care, skincare, container, cosmetic, beauty, minimal, copy space, mockup",12,2025-03-30
239960_16e5cf1b-e365-484b-a577-0c5736d4fab4.jpg,"Vibrant smoothie bowl with berries, chia seeds, mint, and cereal for a healthy, delicious breakfast","Vibrant smoothie bowl with berries, chia seeds, mint, and cereal for a healthy, delicious breakfast","smoothie bowl, berry smoothie, fruit smoothie, bowl, healthy, food, breakfast, fresh, strawberries, blueberries, mint, chia seeds, cereal, berries, fruit, healthy eating, nutrition, diet, delicious, tasty, vegan, vegetarian, antioxidant, vitamins, nutritious, superfood, organic, plant-based, well-being, wellness, lifestyle, colorful, closeup, wooden surface, sweet, refreshing, morning, energy, fiber, raw, clean eating, culinary, gourmet, presentation, recipe, vibrant, tableware, still life, arrangement",7,2025-03-30
239962_303cd50c-1ef4-47c7-8a20-91bcdc942807.jpg,Three Glass Jars Filled with Layered Food Ingredients on a Bright Table,Three Glass Jars Filled with Layered Food Ingredients on a Bright Table,"jars, glassware, glass jars, ingredients, food, healthy food, fresh food, whole food, tomato, cherry tomatoes, vegan, vegan food, vegetarian, vegetarian food, beans, legumes, sprouts, bean sprouts, grains, salad, fresh salad, garden salad, spring mix, microgreens, greens, plant, houseplant, flora, botany, indoor, table, kitchen, meal, dining, recipe, cooking, culinary, nutrition, diet, wellness, health, healthcare, well-being, window, daylight, sunlight, still life, home, indoors, tabletop",7,2025-03-30
239961_fccd261a-5155-4d2f-bf1a-85cf379b04e3.jpg,"Serene Yoga Room with Mountain View, Yoga Mats, Pillows, and Plant, Creating a Peaceful and Relaxing Atmosphere","Serene Yoga Room with Mountain View, Yoga Mats, Pillows, and Plant, Creating a Peaceful and Relaxing Atmosphere","yoga, yoga room, yoga mat, yoga studio, meditation, meditation room, mindfulness, wellness, well-being, relaxation, serenity, tranquility, calm, peace, peaceful, zen, spiritual, retreat, studio, indoor, interior, home, house, room, design, lifestyle, health, healthy, balance, nature, mountains, mountain view, view, scenery, landscape, window, daylight, sunlight, sun, plant, cushion, mat, floor, wood floor, still life, asia, asian, background, backdrop, nobody",12,2025-03-30
239962_de046aa1-9ff9-49d7-8245-05a78e934a2f.jpg,Fresh and colorful display of vibrant vegetables and blueberries arranged on a white background.,Fresh and colorful display of vibrant vegetables and blueberries arranged on a white background.,"assorted vegetables, mixed vegetables, fresh vegetables, raw vegetables, colorful vegetables, healthy vegetables, vegetables, garden vegetables, ripe vegetables, vibrant vegetables, tomatoes, ripe tomatoes, red tomatoes, cherry tomatoes, fresh tomatoes, carrots, orange carrots, fresh carrots, raw carrots, garden carrots, yellow bell peppers, bell peppers, fresh bell peppers, ripe bell peppers, sweet peppers, salad greens, green leafy vegetables, leafy vegetables, fresh greens, salad leaves, blueberries, ripe blueberries, fresh blueberries, sweet blueberries, wild blueberries, healthy food, food, healthy eating, eating, vitamins, nutrition, nutritious, ingredients, food photography, studio shot, still life, flat lay, top view, white background, isolated",7,2025-03-30
239963_d731f9f7-84db-4a50-bc19-aa7545d71547.jpg,"Young Sapling in a Zen Garden with Bamboo Background, symbolising New Life and Growth","Young Sapling in a Zen Garden with Bamboo Background, symbolising New Life and Growth","new life, growth, sapling, young tree, small tree, seedling, plant, botany, horticulture, propagation, reforestation, bamboo, bamboo grove, bamboo forest, zen garden, Japanese garden, sand garden, meditation garden, tranquility, serenity, peace, stillness, mindfulness, nature, environment, ecology, conservation, sustainability, eco-friendly, well-being, health, wellness, spiritual, harmony, balance, purity, renewal, freshness, vibrant, green, sunlight, light, shadows, texture, pattern, detail, macro, close-up, abstract, minimalist",14,2025-03-30
239966_6a7740ff-c62a-491e-858e-1b4323b85f85.jpg,Glowing Quartz Crystal Held in Hand: Magical Gemstone for Healing and Well-being,Glowing Quartz Crystal Held in Hand: Magical Gemstone for Healing and Well-being,"crystal, crystals, quartz, quartz crystal, healing crystal, healing crystals, gemstone, gemstones, mineral, minerals, stone, stones, rock, rocks, gem, gems, magic, magical, spiritual, spirituality, healing, alternative medicine, esoteric, energy, reiki, chakra, metaphysical, therapy, wellness, well-being, hand, hands, holding, held, palm, person, human, close-up, macro, detail, indoor, indoors, studio shot, glowing, glow, light, illuminated, dark, background, mood",12,2025-03-30
239967_2ea3178e-4737-44f7-8107-919e5cab8055.jpg,"Fruits and Vegetables for Health: Diet, Wellness, and Nutrition Graphic Illustration.","Fruits and Vegetables for Health: Diet, Wellness, and Nutrition Graphic Illustration.","healthy lifestyle, diet, nutrition, balanced diet, balanced nutrition, food, raw food, whole food, whole foods, fresh, freshness, health, wellness, well being, organic, vegan, vegetarian, plant based, fruit, vegetable, citrus, orange, apple, pepper, avocado, human, figure, body, slim, slim figure, icon, clipart, illustration, graphic, isolated, cut out, flat lay, still life, design, concept, abstract, symbol, circle, cream color, cream colored, minimal, simple, shadow, copy space",7,2025-03-30
239968_7354fca7-6573-493c-b94c-fd91bbbf2b99.jpg,Detailed Microscopic View of Cells and Organelles for Medical Science and Biology Visualization,Detailed Microscopic View of Cells and Organelles for Medical Science and Biology Visualization,"cell, cells, cellular, cell biology, biology, biological, microbiology, microscopic, science, scientific, medicine, medical, research, biotechnology, biotech, pharmaceutical, pharmacy, anatomy, physiology, molecular, nucleus, membrane, organelles, cytoplasm, chloroplast, mitochondria, ribosomes, endoplasmic reticulum, golgi apparatus, lysosome, peroxisome, vacuole, vesicle, chromosomes, DNA, genes, genome, proteins, enzymes, metabolism, cellular respiration, photosynthesis, cell division, mitosis, meiosis, genetic, clone, stem cell, Petri dish",16,2025-03-30
239969_2a9cd5e2-0659-4119-8359-f90afed3e454.jpg,"Fish swimming in a sea of bubbles, with aquatic plants. This close-up shows every detail of a creature's life.","Fish swimming in a sea of bubbles, with aquatic plants. This close-up shows every detail of a creature's life.","fish, aquatic, marine, sea, ocean, freshwater, underwater, swimming, wildlife, animal, nature, fauna, scales, fins, gills, tail, eye, mouth, ichthyology, species, life, creature, environment, aquarium, deep, habitat, aquatic life, sea life, wild animal, water, clear water, bubbles, seaweed, algae, undersea, sea bottom, ocean floor, fish species, swimming fish, teal, shadow, dark, reflection, aquatic plants, flora, aquatic flora, natural light, fauna, marine fauna",1,2025-03-30
239970_80ea7fb4-5163-496e-9dbf-d6550795d637.jpg,"Emerging Seedlings Sprouting in Fertile Soil Under Warm Sunlight: A Symbol of New Beginnings, Growth and Renewal","Emerging Seedlings Sprouting in Fertile Soil Under Warm Sunlight: A Symbol of New Beginnings, Growth and Renewal","seedling, sprout, germination, young plant, new growth, plant, agriculture, cultivation, horticulture, farming, garden, gardening, soil, dirt, earth, ground, close-up, macro, detail, vibrant, fresh, healthy, growth, growing, life, beginnings, renewal, spring, summer, sunlight, sunshine, warmth, backlit, translucent, leaves, foliage, green, organic, natural, nature, environment, botany, flora, small, tiny, nourishment, prosperity, sustainability, eco-friendly",14,2025-03-30
239971_50d7a956-c1fa-47a0-bac6-b42ffb3f4ecc.jpg,Abstract Microscopic Cell Structure for Science and Medical Research Illustration,Abstract Microscopic Cell Structure for Science and Medical Research Illustration,"cell, cells, cellular, molecule, molecules, molecular, science, scientific, research, biology, biological, medicine, medical, healthcare, pharmaceutical, pharmacy, biotechnology, biotech, microbiology, microscopic, micro, organism, organisms, microorganism, microorganisms, nucleus, nuclei, dna, rna, gene, genes, genome, genetics, genetic, technology, technological, innovation, innovative, futuristic, abstract, structure, blue, background, backdrop, illustration, graphic, design, diagram, rendering",16,2025-03-30
239972_6bc59711-09d5-4e77-adee-75d817500e03.jpg,Yoga and wellness retreat for a balanced lifestyle in harmony with natural light in a serene setting.,Yoga and wellness retreat for a balanced lifestyle in harmony with natural light in a serene setting.,"yoga, woman, healthy, lifestyle, wellness, exercise, meditation, fitness, sport, training, balance, body, lotus position, sportswear, back view, sitting, indoors, home, sunrise, relaxation, spiritual, mindfulness, well-being, strength, motivation, female, young, person, zen, health, active, harmony, pose, mat, energy, peaceful, serenity, inner peace, inner, asana, practice, yogini, yogic, namaste, calm, peace, determination, concentration, spiritualität",12,2025-03-30
239974_64690e67-3eca-479a-b3ec-dc16354c238b.jpg,Colorful Capsules: Pharmaceutical Medications for Health and Treatment,Colorful Capsules: Pharmaceutical Medications for Health and Treatment,"medication, medicine, pharmaceutical, pharmacy, pills, drugs, capsules, tablets, meds, healthcare, health, wellness, treatment, prescription, cure, remedy, dose, dosage, medication, medical, science, scientific, research, laboratory, clinical, experiment, analysis, disease, illness, sickness, ailment, condition, virus, bacteria, infection, antibiotic, vaccine, immunization, therapy, recovery, prevention, vitamins, supplements, nutrition, well-being, pharmaceuticals, pharmacology, healthcare system",16,2025-03-30
239973_265750d5-e93a-4076-9a38-d02381d39f95.jpg,Detailed Cross-Section of Human Kidneys with Blood Vessels and Internal Structures,Detailed Cross-Section of Human Kidneys with Blood Vessels and Internal Structures,"human kidney, kidney, renal, nephrology, urology, anatomy, renal system, urinary system, excretory system, biology, medicine, science, health, healthcare, internal organs, organ, body, human body, cross section, illustration, medical illustration, scientific illustration, 3d rendering, renal cortex, renal medulla, renal pelvis, ureter, renal artery, renal vein, nephron, glomerulus, bowman's capsule, renal tubule, blood vessels, renal blood flow, renal disease, kidney disease, kidney stones, renal failure, chronic kidney disease, dialysis, kidney transplant, physiology, renal physiology, filtration, reabsorption, secretion, excretion, renal function",16,2025-03-30
239975_6f83ce8f-1863-41ce-a286-6ed7b17fd131.jpg,Emerging Seedling with Water Droplets and Roots in Soil displays New Life.,Emerging Seedling with Water Droplets and Roots in Soil displays New Life.,"seedling, young plant, new life, plant, growth, growing, emerging, sprout, germination, regeneration, roots, root system, soil, dirt, earth, ground, water droplets, water drops, dew drops, droplets, leaf, leaves, foliage, greenery, nature, natural, outdoors, environment, environmental, ecology, ecological, sustainability, sustainable, organic, fresh, life, beginning, renewal, revival, closeup, macro, detail, textured, surface, backlit, sunlight, sunshine, blurred background, soft focus, tranquil",5,2025-03-30
239976_b7d71628-2500-4207-9381-c0f60d1ce062.jpg,Friends Gather for Outdoor Meal: Garden Celebration with Healthy Food and Smiling Faces in Sunlight,Friends Gather for Outdoor Meal: Garden Celebration with Healthy Food and Smiling Faces in Sunlight,"outdoor dining, al fresco dining, group of friends, friends gathering, outdoor meal, summer party, garden party, celebration, people eating, healthy food, fresh ingredients, salad, vegetables, vegan, vegetarian, table setting, meal preparation, catering, food photography, home cooking, garden setting, outdoor lifestyle, social gathering, communal dining, smiling faces, cheerful, happy, conversation, togetherness, community, diversity, multiethnic, relaxation, leisure, vacation, sunlight, backyard, picnic, lunch, dinner, cookout, family, together, social, event, relationship, bonding, casual, healthy lifestyle, nutrition",12,2025-03-30
239978_8b0e3c36-8d92-4a05-81a8-536dcc9e5b2d.jpg,Fresh Produce on Wooden Board: Healthy Eating Still Life with Vegetables and Fruit,Fresh Produce on Wooden Board: Healthy Eating Still Life with Vegetables and Fruit,"food, fresh food, healthy food, raw food, selection of food, variety of food, food arrangement, still life, wooden board, round board, vegetables, fresh vegetables, assorted vegetables, mixed vegetables, colorful vegetables, garden vegetables, tomatoes, cherry tomatoes, broccoli, cucumber, carrots, greens, leafy greens, lettuce, pumpkin, yellow pepper, garlic, herbs, fresh herbs, parsley, fruits, fresh fruits, citrus fruit, apple, raspberries, salmon, sliced salmon, cheese, seeds, plant, indoor plant, window, window light, kitchen, table, wooden table, nutrition, diet, wellness, healthy eating",7,2025-03-30
239979_d4d84015-04a7-45d4-8543-d055f85ad308.jpg,"Fruit DNA Helix: Conceptual Science, Nutrition and Healthy Food Concept","Fruit DNA Helix: Conceptual Science, Nutrition and Healthy Food Concept","fruit dna, genetic fruit, fruit helix, dna, helix, genetics, fruit, colorful fruit, colourful fruit, food, healthy, science, biology, research, medicine, scientific, biotechnology, healthcare, medical, gene, chromosome, molecule, laboratory, experiment, pharmacy, nutrition, vitamin, organic, berries, blueberry, green plum, tomato, tangerine, leaves, seeds, vibrant, bright, fresh, still life, studio shot, isolated, close-up, macro, abstract, symbol, design, creative, artistic, conceptual, background",16,2025-03-30
239980_0e675367-419e-4d5f-9fec-e50a6a0b5402.jpg,Fit Woman Prepares a Fresh Vegetable Meal in Modern Kitchen for Healthy Lifestyle,Fit Woman Prepares a Fresh Vegetable Meal in Modern Kitchen for Healthy Lifestyle,"woman, female, girl, adult, young, fit, fitness, healthy, lifestyle, kitchen, cooking, cook, preparing, preparation, food, vegetables, greens, produce, cutting, slice, knife, board, wooden, cucumber, tomato, pepper, garlic, peas, orange, dill, fresh, ingredient, nutrition, diet, wellness, well being, indoors, home, domestic, countertop, refrigerator, window, daylight, modern, minimalist, balanced, well being, slimming, weight watchers, low calorie",7,2025-03-30
239981_aa1618cc-6bbb-43c1-8400-b9eeac598c81.jpg,Nut Mix Still Life: Bowl of Mixed Nuts Topped with Fresh Mint on Dark Stone,Nut Mix Still Life: Bowl of Mixed Nuts Topped with Fresh Mint on Dark Stone,"mixed nuts, nut mix, nut blend, bowl of nuts, wooden bowl, assorted nuts, variety of nuts, healthy snack, nutritious, snack, food, nuts, raw, tasty, delicious, seeds, vegan, vegetarian, organic, natural, close-up, still life, mint leaf, mint garnish, fresh, culinary, cuisine, dark background, stone surface, slate, tabletop, table, nutrition, ingredient, fiber, protein, vitamins, health, wellness, diet, balanced diet, rustic, simple, presentation, style, brown, beige, neutral, indoor",7,2025-03-30
239982_a27686cf-8a52-4711-8955-5febcb503054.jpg,Joyful Woman Enjoying a Healthy Picnic in the Park on a Sunny Day,Joyful Woman Enjoying a Healthy Picnic in the Park on a Sunny Day,"woman, eating, park, picnic, healthy, food, apple, smiling, outdoors, lunch, happy, nature, young, lifestyle, summer, table, green, girl, fruit, people, grass, fresh, relaxation, enjoyment, day, leisure, beautiful, diet, nutrition, wellness, cheerful, positive, recreation, relaxation, natural, picnic basket, picnic blanket, garden, sunlight, outdoors, trees, landscape, background, blur, bokeh, wooden table, food photography, health, well-being, mindfulness",7,2025-03-30
239983_a92dd954-d902-46f2-9491-b79023397b21.jpg,Crystals: Illuminated Gems of the Earth's Core,Crystals: Illuminated Gems of the Earth's Core,"crystals, crystal formation, crystal, gemstone, mineral, quartz, precious stone, gem, geode, rock, cluster, nature, geology, shiny, glowing, illuminated, radiant, brilliant, sparkling, closeup, detailed, formation, collection, specimen, beautiful, rough, textured, pattern, natural, orange, brown, gray, backdrop, background, macro, decorative, element, design, abstract, art, still life, unique, display, science, education, healing, energy, feng shui, collection, decoration",8,2025-03-30
239984_55ebbc66-524a-4cec-83dc-90dd9523dd18.jpg,"Relaxing spa scene: massage table with rolled towels, natural light, and mountain view from window","Relaxing spa scene: massage table with rolled towels, natural light, and mountain view from window","massage table, spa, wellness, relaxation, massage, therapy, health, well-being, treatment, salon, recovery, zen, meditation, resort, nature view, mountains view, window view, daylight, bright, sunlight, towel, rolled towel, clean, fresh, cotton, linen, table, vase, plant, room, interior, design, style, decoration, hotel, leisure, vacation, travel, tourism, lifestyle, serene, calm, peaceful, tranquil, mindfulness, self-care, body care, personal care, nobody",12,2025-03-30
